tweet;label
Assmualaìkum saya mau tanya apa benar bpjs tidak jadi naik kalo benar alhamdullah , saya bayar jadi ringan .dengan kenaikan saya pribadi merasa keberatan . Saya mau tanya saya mau pindah paskes ko susah ya sekarang harus pake rekening bank segala sedangkan saya orang kampung tidak punya buku tabunga...Ulasan LengkapAssmualaìkum saya mau tanya apa benar bpjs tidak jadi naik kalo benar alhamdullah , saya bayar jadi ringan .dengan kenaikan saya pribadi merasa keberatan . Saya mau tanya saya mau pindah paskes ko susah ya sekarang harus pake rekening bank segala sedangkan saya orang kampung tidak punya buku tabungan .kenapa sekarang makin sulit ya saya cumà bisa bayar di alfa saja kalo harus pake rekening gimana saya bisa berobat sedangkan saya orang miskin;1
Jkn anjiiing, sudah 5 kali saya hubungi call centernya buat daftar peserta baru, masih gak bisa malah pulsa si tarik habis tapi hasilnya malah nihil, bukannya malah mempermudah, tapi malah mempersulit orang buat daftar bpjs. Sekali nelfon 10000 pulsa di tarik, harus barapa kali saya bisa terhubung k...Ulasan LengkapJkn anjiiing, sudah 5 kali saya hubungi call centernya buat daftar peserta baru, masih gak bisa malah pulsa si tarik habis tapi hasilnya malah nihil, bukannya malah mempermudah, tapi malah mempersulit orang buat daftar bpjs. Sekali nelfon 10000 pulsa di tarik, harus barapa kali saya bisa terhubung ke call center baru bisa terdaftar, di tambah aplikasinya gak guna, mo daftar anggota baru aja gak bisa tolong di tingkatkan lagi pelayanannya jangan menyusahkan rakyat mulu;0
Tolong beri kejelasan, kmren saya sudah terdaftar DIBPJS online ini. Setelah saya Login lagi jawabannya TRANSAKAI BELUM DAPAT DIPROSES SILAHKAN COBA BEBERAPA SAAT LAGI saya sdh coba 3 hari berturut turut tetapi jawabannya masih tetap bgitu, klo mmg tdak bisa digunakan kasih kepastian Jgn mengundur2 ...Ulasan LengkapTolong beri kejelasan, kmren saya sudah terdaftar DIBPJS online ini. Setelah saya Login lagi jawabannya TRANSAKAI BELUM DAPAT DIPROSES SILAHKAN COBA BEBERAPA SAAT LAGI saya sdh coba 3 hari berturut turut tetapi jawabannya masih tetap bgitu, klo mmg tdak bisa digunakan kasih kepastian Jgn mengundur2 jawaban karena BANTUAN PELAYANAN seperti ini sangat kami butuhkan TOLONG DONG PEMERINTAH BERHENTI BERHOAX UNTUK KEMUDAHAN RAKYATNYA SENDIRI BUKAN RAKYAT TETANGGA;0
"""Transaksi tidak dapat diproses.ulangi beberapa saat lagi"" sudah berbulan2 saya tdk bisa buka. tolong lah diperbaiki apps nya. sudah banyak yg complaint tp kenapa masih buruk jg nih apps???";0
"Aplikasinya sulit diakses kalo dijam jam sibuk. Selalu tampil ""Transaksi belum dapat diproses, silahkan coba beberapa saat lagi"", padahal mau berobat. Kalo jam 12 malam aplikasi lancar.. 😭";0
"mau daaftar aja susah udah di download juga ,blg drmh aja tapi aplikasi nya gak bisa bener ,tolong lah jangan nambah susahin ,daftar aja susah benrr gak bisa"" !!!!!!!!!!!!";0
Knp ya saya bulan ini tidak bs bayar bpjs kesehatan.. virtual account yg saya pake tidak bs digunakan.. pada saat pembayaran tertera tulisa tidak ada id, no tlpn, dan npwp padahal bulan Maret saya masih bs byr..;0
Pelayanannya sangat buruk,setiap mau buka aplikasi jkn d suruh memperbaharui terus di play store,saya sudah bayar premi tapi saya cek di jkn masih ada tagihan,dan kartu saya non aktif karena premi;0
Mau daftar ajha ribet bgt. K kantor nya d suruh lewat aplikasi. Lewat aplikasi gk bisa². Komplain k kantor katanya nik blm d online kn. D suruh k Capil. Huft.... Rempong amat sih... Pelayanan nya kok meribetkan gini...;0
Diupdate malah gabisa masuk sudah 2 minggu. Akhirnya uninstall. Coba install ulang mana tahu bisa. Dan ternyata bisa masuk. Oke dicoba buka banyak fitur tambahan baru. Semoga semakin bagus;0
Ini mau masuk kenapa harus ada Capta ??.. dan Captanya tidak ditampilkan alias kosong... Gimna bisa masuk ?? Dear pengembang saran jangan ada Capta agar bisa mudah untuk akses masuk. Mohon diperbaiki;0
Udah pernah buat akun tapi pas mau log in nomor tidak terdaftar, terus saya buat akun lagi keterangan sudah terdaftar silahkan log in pas saya log in nomor tidak terdaftar. Sumpah kesel beberapa kali bulak balik bikin akun pas log in nomor tidak terdaftar terus 😡😡😡;0
Apk SAMPAH. Di jam kerja gak bisa diakses. Nunggu malem. Sedangkan pelayanan hanya di jam kerja. Telfon ke 1500400 ternyata berbayar, 50rb hanya cukup bicara 10menit, tanpa solusi.;0
"Udah log in, tp setiap klik gambar yg di maksud tulisan nya slalu ""transaksi belum dapat di proses, silahkan coba beberapa saat lagi""... Btw niat ga sih bkin aplikasinya... Bkin malu aja";0
Buka aplikasinya aja gk bisa, login gagal terus, tolong donk IT atau development nya urus yg bener aplikasinya. Kalau masih belum sanggup maintenance aplikasinya, jgn dibuat dulu. Benerin dulu. Setiap ingat buka aplikasi, login, gagal mulu. Apa iya harus berhari hari baru bisa login?;0
tolong di perbaiki lagi aplikasi nya jika memang mau memberikan pelayanan yg terbaik kesiapan aplikasi adalah hal terpenting, saya baru mau register untuk bisa login saja tidak bisa. muncul notif jika saya sudah terdaftar di minta login, padahal sukses saja enggak. call center di hubungi di arahkan ...Ulasan Lengkaptolong di perbaiki lagi aplikasi nya jika memang mau memberikan pelayanan yg terbaik kesiapan aplikasi adalah hal terpenting, saya baru mau register untuk bisa login saja tidak bisa. muncul notif jika saya sudah terdaftar di minta login, padahal sukses saja enggak. call center di hubungi di arahkan ke aplikasi ini, seharusnya lembaga pemerintah bisa lbh better buat kasih pelayanan!!!!!!!! masa kalah ma pelayanan perusahaan swasta;0
Aplikasi ini kurang smooth, padahal sinyal bagus untuk buka youtube, game aman saja lancar, tapi begitu buka aplikasi ini loadingnya lama banget plus selalu eror, tolong segera diperbaiki;0
Aplikasi yang membingungkan . Udah pernah masuk . Saya log out . Mau masuk lagi tapi lupa kata sandi . Setelah masukin emailnya . Kok malah email tidak terefensi oleh sistem .;0
Aplikasi mobile JKN nya selalu minta pendaftaran ulang pada hal data saya sudah terdaftar . Mengapa demikian TOLONG DI PERHATIKAN APLIKASI INI TOLONG DI CEK LAGI APA APLIKASI INI RUSAK APA GAK JANGAN YANG DI PERHATIKAN IURAN AJA APLIKASI NYA JUGA DI PERHATIKAN;0
Sangat kecewa. Aplikasinya tidak bisa digunakan. Bagaimana saya bisa mencetak kartu sedangkan daftar mobile jkn aja susah dan nomor bpjs punya saya aja belum tau. Tolong di perbarui dan dipermudah untuk menggunakan layanan aplikasi ini.;0
Allah Ta’ala berfirman, يَمْحَقُ اللَّهُ الرِّبَا وَيُرْبِي الصَّدَقَاتِ وَاللَّهُ لَا يُحِبُّ كُلَّ كَفَّارٍ أَثِيمٍ “Allah memusnahkan riba dan menyuburkan sedekah. Dan Allah tidak menyukai setiap orang yang tetap dalam kekafiran, dan selalu berbuat dosa.” (QS. Al Baqarah [2]: 276);0
Mending gak usah ada aplikasi... Biar pekerja bpjs ga makan gaji buta, aplikasi gak mutu... Mending benerin pelayanan, kontrol RS, klinik, kemitraan bikin petugas sidak biar pada tau di lapangan kyk gimana.....;0
Aplikasi ga guna kyknya ini, mau ganti kelas mau gimana juga langsung muncul notif transaksi belum dapat dilakukan, coba beberapa saat. Sampe kapan hah BPJS, sibuk ngapain sii, BURUK PELAYANAN BURUK;0
Selalu harus update pembaruan aplikasi. Setelah di-update, login lagi. Aplikasi ini ga familiar untuk lansia. Hanya golongan peserta menengah ke atas yg punya aplikasi ini.;0
Tidak bisa d buka,suruh nunggu terus.ada apa ini dengan aplikasi nya.padahal lagi butuh bangat buat daftarin dedek yg baru lahir.udh hampir 1 bulan umur dedek belum punya bpjs.urus ke kantor cabang ngantri dan takut kena korona juga.;0
Sudah pasang, bisa dibuka, ga bisa ubah data peserta. Giliran buka lagi, suruh update. Habis di update malah suruh daftar awal lagi, nomor, email, dll.;0
aplikasi tidak dapat login ,tulisanny harap tunggu beberapa saat lagi,terus aja gitu sampe patung pancoran bisa jalan sudah 2 bulan lebih aplikasi tidak bisa dibuka,tolong perbaiki;0
Setelah diupdate, jadi tidak bisa login padahal email dan password sudah benar... Captcha juga sudah benar tapi gak bisa login .. segera diperbaiki jangan kecewakan rakyat jon!;0
"Minta tolong sistemnya diperbaiki. Masa iya mau daftar stuck di bagian konfirmasi email. Terus ada tulisan ""transaksi belum dapat diproses, silahkan coba beberapa saat lagi"".";0
Disaat wabah seperti ini harusnya JKN mobile bisa dioptimalkan utk menghindari kunjungan ke kantor, tp ya apa daya, seperti BPJS pada umumnya, selalu dikecewakan, Aplikasinya busuuuuuukkkkkkk;0
Saya sudah daftar, tapi kenapa tidak bisa di login?? Diganti kode capta-nya, hp di restart berulang kali, tetep aja gak bisa login..! Ini gimana sih? !;0
Dikit2 update .kalau belum sempurna mending jangan di keluarkan dulu app nya . Memalukan. Setiap mau buka harus update melek bos melek jangan cuman iuran terus yang ada di fikiranya .;0
Saya sudah menggunakan aplikasi ini kurang lebih setahun dan lancar2 saja. Anehnya setelah update, saya ga bisa login2 lgi. Sudah masukkan berkali2 tp tetap tidak bisa.;0
Nih aplikasi udah bisa digunakan apa belom sih?... Daftar sulit login gak bisa,, terlebih lagi kirim keluhan di akun emailnya malah diblokir... Apa gunanya anda bikin ini aplikasi;0
Aplikasi ini kenapasih terus minta diupdate, tapi gabisa login udah berapa bulan. Mending bpjs saya jadi gratis, login selalu gakbisa. Percuma bayar terus!!!!!!;0
Pelayanan BPJS buruk sekali baik kantor , via telp 1500 400, WA, dan ( JKN minta up date melulu ) Mau non aktifkan kartu ( orangnya sudah meninggal bulan kemarin ( maret ) susah nya minta ampun, bulan ini aja tagihan uda keluar. Telp 1500 400 yang jawab operator tidak ada yang menangani, ke kantor u...Ulasan LengkapPelayanan BPJS buruk sekali baik kantor , via telp 1500 400, WA, dan ( JKN minta up date melulu ) Mau non aktifkan kartu ( orangnya sudah meninggal bulan kemarin ( maret ) susah nya minta ampun, bulan ini aja tagihan uda keluar. Telp 1500 400 yang jawab operator tidak ada yang menangani, ke kantor uda 3 x d tolak aplikasi JKN Tidak tanggapan;0
Sangatt buruk untuk apa di suruh online klw aplikasinya kaya gini,mau ngerubah data tapi gak bisa masukin nomer peserta nya,,telepon care center tidak ada jawaban,? Sangat burukkkkk;0
Gimana ini mau login ke akun kok susah bgt.. N waktu mau bayar pun susah, sering gangguan apa gimana si? Jadinya uang yang tadinya mau buat bayar jadi kepake n tunggakan semakin banyak;0
Gan kalo IT nya ga sanggup jangan pake IT yang PNS pake yang swasta aja benerin APK nya biar bisa guna buat rakyat. Klo perlu TIM IT dari eropa yg rada bener kerjanya. Masa ampe hari gini nih apk kagak guna.;0
Aplikasinya ga bagus,sya sudah dftar trus sudah terdaftar tp klo mau login slalu ada tulisan nomer bpjs belum terdaftar,sya daftar lgi udah terdaftar ,bgitu terus smpe bosan,,gimana sih dftarnya yg bener trus bisa masuk,,;0
Apkikasi nya sangat lambat padahal versi 2.6, loading nya sangat lama, Tolong dong di perbarui lagi, sebelumnya cepat, tp setelah di update menjadi sangat lambat...;0
Giliran udah bisa daftar sekarng ganty gk bisa login tadi udah bisa tp giliran udah ke buka malah suruh update aplikasi padahal baru juga masang terus setelah di update malah gk bisa login katanya transaksi tidak bisa di proses gimana sih ini kalau emang gk niat bikin aplikasi mending gk usah deh dr...Ulasan LengkapGiliran udah bisa daftar sekarng ganty gk bisa login tadi udah bisa tp giliran udah ke buka malah suruh update aplikasi padahal baru juga masang terus setelah di update malah gk bisa login katanya transaksi tidak bisa di proses gimana sih ini kalau emang gk niat bikin aplikasi mending gk usah deh dr pd bikin orang pusing;0
Pelayanannya kurng bagus, trus kenapa kok waktu pembayaran cuma ada bank mandiri, sedangkan di kopelan bni,mandiri, dan bca, mohon bantuan di bagian pembayaran.;0
Saya kemarin dapat email dari Finbox (tanggal 12 April) autodebet gagal...kalo memang nagih beritahu kita dari tanggal 1 April, kita pasti bayar kok... Ironisnya lagi ketika saya bayar pake VA BRI direject terus...tapi dicek dimutasi ke debet (saya coba sampe 4x, jadi ke debet sampe 4x) padahal sist...Ulasan LengkapSaya kemarin dapat email dari Finbox (tanggal 12 April) autodebet gagal...kalo memang nagih beritahu kita dari tanggal 1 April, kita pasti bayar kok... Ironisnya lagi ketika saya bayar pake VA BRI direject terus...tapi dicek dimutasi ke debet (saya coba sampe 4x, jadi ke debet sampe 4x) padahal sistem di BRI bilang error... Mudah²an ada penjelasannya...dan kalo saya ke kantor bisa diberi kwitansi...Thx;0
Saya sudah bayar lewat IB ,saldo sudah berkurang tapi kenapa di bpjsnya belom masuk!!!!!!!! Membuat keluar rumah saja... #stayathome!!!!!;0
Maaf pak bu, saya mendaftarkan istri saya berhasil sampai pendaftaran autodebit tetapi kenapa ada tulisan penangguhan pembayaran ya. Mohon solusinya. Terima kasih.;0
Tolong bantu jawab min.saya cek premi saya tahihan 1.308.000 karena udh nunggak 2 tahun.apakah jumlah tagihan itu sudah akurat? Lalu saya harus bayar nya harus d kantor bpjs ya? D Alfamart gk bisa?;0
Ini sebenarnya aplikasi prank atau apa sih? Mau daftar baru aja susahnya setengah mati, udah kasih nik, eehhh gak bisa lanjut....di coba bolak balik juga sama aja;0
Min.iuran bpjs kan udah sah turun.ketika saya mau bayar saya cek di premi ko belum turun..? saya update aplikasinya tetep sama aja segitu.terus gimana itu min...? Mohon klarifikasinya...;0
3 bintang saja . Setiap mau buka harus di update...tolong min ..perbaiki ini belum seminggu minta di update habis itu harus login dulu gak bisa langsung masuk.;0
Lhoo stlh diupdate kok malah gak bisa dibuka aplikasi nya 😓 capcha nya juga gak muncul.. nyesel update.. gara² mau cek cttn pembayaran di aplikasi lama eror terus, ingin hati update biar lancar eh malah bgini ternyata..;0
ini kenapa ya saya tidak bisa masuk ke menu selalu ada tulisan transaksi blm bisa di lanjutkan tunggu bebera saat lagi pada hal saya udah terdaftar dan klo mau bayar auto debit pun begitu setelah di perbaharui nih apk nya;0
Mobile JKN,,,tlong donk di perbaiki,mau transaksi untuk pembayaran online selalu nongol (Teransaksi blm dapat di peroses tunggu beberapa saat lagi) udah 4 hari selalu begini jh....tlong di perbaiki;0
Gila ya... Cuma mau Daftar Akun aja Susah nya minta ampun,, dateng langsung k Kantor BPJS, malah d Suruh OL bilang nya karena ada Corona.. Tolong dnk lebih d Permudah lagi,, n gak usah harus Loading berkali2...;0
Saya kecewa sekali dengan pemerintah yg katanya mau menolong rakyat miskin,buktinya saya yg trgantung sama kartu kis untuk berobat dan tiba-tiba di-non aktif saat ankq mau dirawat dirumah sakit,krna gk ada dana ankq trpaksa pulng,dengan pernyataan hitam diatas putih dengan pihak rumh sakit,, dimna k...Ulasan LengkapSaya kecewa sekali dengan pemerintah yg katanya mau menolong rakyat miskin,buktinya saya yg trgantung sama kartu kis untuk berobat dan tiba-tiba di-non aktif saat ankq mau dirawat dirumah sakit,krna gk ada dana ankq trpaksa pulng,dengan pernyataan hitam diatas putih dengan pihak rumh sakit,, dimna keadilan itu wahai pemerintahan yg katanya baik hati itu,saya sdh dtg kekantor Bpjs disuruh datang kedinsos,kata dinsos nunggu sensus bru bisa daftar ulng ya Allah,nasib orang miskin selalu terabaikan;0
Saya menunggak iuran untuk nenek saya. Karna keberatan dengan biayanya. Tapi alhamdllah Pak jokowi mengumumkan penurunan tarifnya. Tapi kenapa diPurwodadi tidak turun. Makannya saya tidak membayarnya. Semoga ditindak lanjuti. Karna memberatkan masyarakat bawah.;0
aplikasi mobile jkn ini kok sering gangguan sih? mau log in aja kok susah amat. tolong untuk diperbaiki lagi agar lebih baik untuk kedepannya buat masyarakat yang memakai aplikasi ini. terima kasih;0
kami berharap dengan aplikasi ini bisa membantu , tapi ketika kami berupaya untuk bisa memanfaatkan apk ini ternyata sulit sekali untuk di akses.. tolong dong di sesuaikan dengan kebutuhan kami sebagai masyarakat. Jika setiap login selalu gagal terus apa fungsinya aplikasi ini.. yang kami butuhkan b...Ulasan Lengkapkami berharap dengan aplikasi ini bisa membantu , tapi ketika kami berupaya untuk bisa memanfaatkan apk ini ternyata sulit sekali untuk di akses.. tolong dong di sesuaikan dengan kebutuhan kami sebagai masyarakat. Jika setiap login selalu gagal terus apa fungsinya aplikasi ini.. yang kami butuhkan bukan sekedar permohonan maaf , tapi PERBAIKAN !;0
Ini kenapa saya login aplikasinya dari tadi tidak bisa-bisa, terus sistemnya log out sendiri gak jelas tiba-tiba di suruh update, malah setelah di update app nya mau login jadi error;0
Buruk sekali...login selalu gagal..selalu muncul notif kartu anda belum terdaftar,atau transaksi belum dapat diproses...dicoba berulang ulang tetap sama...;0
Engga ngerti deh sama aplikasinya, suru di upgrage malah capthca nya ngga muncul muncul, jadi ngga bisa masukk, tolong dong diperbaiki, ini aku kan juga bayarr, tolong tingkatkan lagih pelayanannya, disaat lagi dibutuhin malah nggabisa dibukaa, orang udah susah dibikinn sulit begini ya makinn rumit,...Ulasan LengkapEngga ngerti deh sama aplikasinya, suru di upgrage malah capthca nya ngga muncul muncul, jadi ngga bisa masukk, tolong dong diperbaiki, ini aku kan juga bayarr, tolong tingkatkan lagih pelayanannya, disaat lagi dibutuhin malah nggabisa dibukaa, orang udah susah dibikinn sulit begini ya makinn rumit, udah tolong perbaiki aplikasinya;0
Aplikasi payah.. malah makin susah aja. Mending antri timbang ga jelas gni aplikasinya. Bad bad bad.. transaksi ridak bisa. Coba lagi nanti.. kasian sama warga.;0
Knp ya pas melakukan pembayaran auto debit selalu gagal respon bikin baru sudah terdaftar... Perbaiki dong kasihani kami rakyat biasa mana persiapan persalinan bentar lagi tp proses nya susah sampe bolak balik ke cabang bpjs 3x no respon;0
Kalau minta update, kok kayak maksa banget deh ini aplikasi, gak diupdate gak bisa login. 😂😂 Mana nih aplikasi klo login lama, setiap mau cek data juga lama.;0
Knpa saya tidak bisa mendaftarkan peserta yah giliran kk saya udah di masukan tidak dapat terdata kk saya nya...tolong di permudah pendaftaran nya biar saya bisa mendaptarkan jkn kis. Atau bpjs kesehatan;0
Mau login gak bisa. Ke Kantor BPJS daerah tutup karena corona. Lha ini mau ngurus offline kantor tutup, ngurus online gak bisa login. Terus apa gunanya punya bpjs?;0
"Kenapa selalu yg keluar ""Transaksi belum dapat diproses coba beberapa saat lagi""  itu terus setiap klik menu nya ? Tlong segera diperbaharui agar tidak seperti itu lagi";0
Pak bu untuk mendaftar kok susah sekali ya...semua data sudah teliti dan semuanya sudah benar tapi kenapa keterangannya tanggl lahir tidak sesuai dg kartu kepesertaan BPJS?;0
Gak bisa di akses, selalu error, parah pelayanannya, pdhl udh naik tagihan nya, telp call center selalu sibuk, gmn ini?! RESPON DONG!!;0
Gimana ini? Aplikasi minta update mulu, setelah di update kenapa ga bisa masuk dan katanya belum terdaftar, gimana sih... updatean nya malah bikin ribet;0
Ini aplikasinya kenapa sih. Daritadi mau buka profil peserta atau kartu peserta tidak bisa. Buka webnya pun juga gitu. Telepon call center gak ada pilihannya. Kenapa gak cari IT yang handal buat menangani ini. Bukan mempermudah tapi mempersulit;0
Call center gak bisa dihubungin, mobile JKN selalu erorr. Gak ngeri lgi ya sama BPJS tuh. Gaji nya gede tapi kerja nya makan gaji buta.. Pelayanan nya gak jelas.;0
Applikasi sangat buruk..setiap kali di minta Update applikasi nya,saat mau masuk lagi harus daftar kembali..emank enak harus bikin email terus setiap habis update applikasi..gak beress;0
"Mohon untuk pengembang perbaiki sistem untuk membuka apk ini karena pakai kartu provider kuning, biru sangat susah serta jng minta koneksi besar dan stabil untuk seukuran apk seperti ini kecuali apk ini adalah apk game"" besar yg butuh koneksi kuat dan stabil. Kasihan mereka yg niat pake apk ini hrs ...Ulasan LengkapMohon untuk pengembang perbaiki sistem untuk membuka apk ini karena pakai kartu provider kuning, biru sangat susah serta jng minta koneksi besar dan stabil untuk seukuran apk seperti ini kecuali apk ini adalah apk game"" besar yg butuh koneksi kuat dan stabil. Kasihan mereka yg niat pake apk ini hrs nyari spot wifi yg kenceng dan stabil. Belajar lah dr apk provider"", dan mungkin apk"" bank yg g minta koneksi internet besar dan stabil. Terimkasih";0
"Saya mau bayar kok ini gabisa ya keterangannya ""KARTU ANDA TIDAK AKTIF"" , gajelas bgt, kalau blm aktif kenapa kemaren kemaren saya bayar coba?? Gajelas bgt, app tbtb keluar sendiri, nelpon call center cuma ngabisin pulsa ajaaa.. Ini gmn saya mau pembayaran BPJS tapii kok ket. Nya ga aktkf? Saya suda...Ulasan LengkapSaya mau bayar kok ini gabisa ya keterangannya ""KARTU ANDA TIDAK AKTIF"" , gajelas bgt, kalau blm aktif kenapa kemaren kemaren saya bayar coba?? Gajelas bgt, app tbtb keluar sendiri, nelpon call center cuma ngabisin pulsa ajaaa.. Ini gmn saya mau pembayaran BPJS tapii kok ket. Nya ga aktkf? Saya sudah ke kantor cabang, responnya cuma bisa layanin yg DARURAT SAJA!!! Kalau misalkan ortu saya sakit, ? Dan butuh bpjs, tp pas bpjs nya di cek blm bayar atau tdk bisa gmn? Gajelas bgt";0
"Setelah diupdate malah susah diakses aplikasinya. Klo mngkin blm siap, ada baiknya kami para pengguna aplikasi yg lama tetap bisa menggunakan aplikasi yg lama saja, lebih baik. Malahan ""dipaksa"" harus update tp hasilnya lebih tidak memuaskan 😩😩😅";0
Masa gak bisa dibuka muter² aja...padahal sudah di update tolong dong diperbaiki kualitasnya....sekalinya masuk ada laporan TIDAK BISA PROSES COBA BEBERAPA SAAT LAGI....😩😩😩😩😩;0
Gak jelas apllikasinya, saya selalu gagal suruh coba lagi beberapa saat....mau sampai kapan.....!! Padahal akun saya sudah terdaftar sebelumnya.;0
PELAYANAN SANGAT BURUK!!! DAFTAR KE KANTOR DISURUH DAFTAR ONLINE, PAS DAFTAR ONLINE MALAH GAK JELAS!! DIBILANG COBA NIK LAIN, COBA TOLONG DI BENAHI LAGI KAMI KECEWA KALAU BEGINI PELAYANAN NYA!!;0
Lubuklinggau (Ismael) Kecewa laporan pembayaran saya kmrn tidak masuk di aplikasi.. Pada hal struk pembayaran dialfamart sudah saya Terima.. Tapi diaplikasi masih tertulis pembayaran bulan keratin.;0
Baru di komen positif udh minta update lg..padahal baru update kemarin...gimana si..minta login terus..katanya di kembangin apk nya..lah ini malah bnyk komen negatif;0
Sebelumnya aplikasi minta diperbarui,setelah diperbarui malah gak bisa dibuka. Transaksi belum dapat diproses, Silahkan coba beberapasaat lagi.;0
Keseringan minta update,, data nya juga blom update sepenuhnya,, sedangkan habis update selalu minta login dan mau masuk susah banget.... Ke kantor bpjs rawamangun disaranin pakai JKN mobile,, tapi aplikasinya sendiri seperti ini Klw blom siap dan blom yakin banget jangam di luncurin dagh;0
Saya mau daftar JKN mobile. Tetapi tanggal tidak sesuai dengan peserta. Padahal saya memasukan data sesuai yang ada di kartu. Mohon bantuannya..;0
Aplikasi sering error, sering tidak valid padahal data log in yg di masukkan sudah benar. Mohon perbaiki pelayanan. Kalau telat bayar telfon terus, tapi pelayanan sama aja kayak gini. Saya bayar, bukan subsidi GRATIS dari Pemerintah.;0
TIDAK MEMBANTU SAMA SEKALI...RELOGIN SETELAH UPDATE TIDAK BISA...RESET PASSWORD TIDAK BISA....TRUS APA YANG BERMANFAAT..? UPDATE JA TERUS TAPI TETEP GA GUNA..!!!;0
Aplikasi ini sebenarnya untuk apa? Gak bisa dipake sama sekali. Log in susah. Sekali bisa mau transaksi buka premi auto debit atau lainnya gak bisa. 🙃;0
saya telat bulan bayar iuran bpjs dan pagi td sdah saya lunasi.. tp knpa di apps ini di beritahukan sya masih blum bayar dan ke anggota an saya masih non aktif krna premi.. mohon penjelasan nya;0
Kenapa sulit skali daftar peserta baru, disana terterra sudah ada anggota yg terdaftar padahal jelas2 belum ada anggota KK saya yg terdaftar..kira2 harus bagaimana dong bingung;0
Kenapa saat saya mendaftarkan diri. Nik saya tidak bisa di daftarkan. Sedangkan mau mendaftar manual kantor cabang tidak melayani pelayanan tatap muka_-.;0
Harusnya peserta pekerja penerima upah beralih ke peserta mandiri bisa daftar ulang lewat aplikasi ini. Tidak harus datang ke kantor. Sangat ribet.;0
Sinyal bagus.. Tapi kenapa kalau loading lama.. Data belum bisa di proses katanya.. Trus kenapa autodebitnya telat..? Apa gara gara corona?;0
Tolong di benahi aplikasinya, mau masuk aja susahny minta ampun.. kepengurusan untuk data ny tolong difollow up.. katanya 2-3hari ini udh 1minggu lebih tidak ada kabar.. hmmm;0
untuk masuk selalu minta no kartu dan password kembali ini mempersulit kita jika kita butuh mendesak tolong hal ini di perhatikan lagi untuk tidak persulit kami dalam hal masuk ke aplikasi ini;0
Sangat Lambat untuk membuka aplikasi dan mengecek pembayaran sangat susah. Nanti jika terlambat bayar didenda. Kalo seperti ini kami masyarakat yang rugi. Yang untuk pihak tertentu. Terimakasih.;0
Tidak bisa di akses. Masa tiap login pemberitahuan nya tidak dapat diakses coba beberapa saat lagi.. padahal udah pembaruan.. hedeuuhh.;0
Aplikasi macam apa ini ... mau download file kartu kesehatan selalu gk bisa , loading doang lama ...tp ttp tidak bisa ...ampun dah ...;0
Sdh download. Tapi tdk bisa di buka. Seketika langsung menutup aplikasinya. Apakah memang hape saya yg kurang canggih?? Mohon petu juk;0
Gak usah sering update lah,,,kalo harus log in tiap update,seharusnya aplikasi sepenting ini harus di imbangi dengan kemudahan bagi penggunanya;0
Saya cuma mau tanya, ini sdh akhir bulan april kenapa premi sy masih di angka Rp 42.000 padahal seharusnya Rp. 25.500. Tlg di jawab !!!!;0
Ini gmna ya? Sy bru download aplikasi. Saat mau aktivasi lalu muncul nomor kartu bpjs sudah terdftar silahkan login, tp pas login gak bisa.;0
Ini kenapa jadi gak bisa log in.. Katanya nomor saya tidak terdaftar, padahal sebelumnya bisa masuk.. Bagaimana ini?? Tolong dijawab..;0
Untuk pen Daftaran tetap di suruh melalui online tidak bisa. dateng ke kantornya sama juga sama juga suruh daftar online...yg bener prosedurnya gmna si admin..udah ambil ebook pdf baca panduan detaail sama juga...intinya bisa mendaftar apa tidak si?;0
07/04/2020 Saldo saya terpotong 220.000 autodebt, 08/04/2020 saya cek di mobile jkn masih ada tagihan 220.000, harusnya 0 dong, percuma diwajibkan autodebt kalau prosesnya/loadingnya lebih lambat, mending bayar manual, jangan takut nggak dibayar dong, tolong yg konsisten dalam pemrosesan data apapun...Ulasan Lengkap07/04/2020 Saldo saya terpotong 220.000 autodebt, 08/04/2020 saya cek di mobile jkn masih ada tagihan 220.000, harusnya 0 dong, percuma diwajibkan autodebt kalau prosesnya/loadingnya lebih lambat, mending bayar manual, jangan takut nggak dibayar dong, tolong yg konsisten dalam pemrosesan data apapun itu termasuk pelayanan cust care 1500400 yg sulit dihubungi.;0
Ga jelas nih aplikasi di perbahrui bukan tambah bagus malah tambah jelek yg tadi nya udah login malah keluar sendiri,, dan pas mau login ga bisa bisa payah...;0
Saya kekantor BPJS untuk melakukan pemindahan dan penggantian kartu BPJS dan pembayaran, namun disarankan untuk membayar bulanan dulu dan diaarankan melalui online. Tetapi setelah selesai pembayaran dan memakai via online yang tertulis sll transaksi belum dapat diproses. Dan tagihan kelas 3 belum ke...Ulasan LengkapSaya kekantor BPJS untuk melakukan pemindahan dan penggantian kartu BPJS dan pembayaran, namun disarankan untuk membayar bulanan dulu dan diaarankan melalui online. Tetapi setelah selesai pembayaran dan memakai via online yang tertulis sll transaksi belum dapat diproses. Dan tagihan kelas 3 belum kembali keawal masih diharga kenaikan;0
